,artist,title,data_source,url
0,"John Howard Sanden, Jay O. Light",Jay O. Light,Harvard,https://www.harvardartmuseums.org/collections/object/350505
1,Christopher Wilmarth,Filter (for Trouble),Harvard,https://www.harvardartmuseums.org/collections/object/350546
2,Christopher Wilmarth,Her Sides of Me,Harvard,https://www.harvardartmuseums.org/collections/object/350547
3,Christopher Wilmarth,When Winter on Forgotten Woods Moves Somber...,Harvard,https://www.harvardartmuseums.org/collections/object/350550
4,Shinoda Tōkō 篠田桃紅,Hymn,Harvard,https://www.harvardartmuseums.org/collections/object/351701
5,Arnulf Rainer,Wings or String,Harvard,https://www.harvardartmuseums.org/collections/object/352322
6,Gabriele Münter,Pink Still Life,Harvard,https://www.harvardartmuseums.org/collections/object/352337
7,Ralston Crawford,Air War,Harvard,https://www.harvardartmuseums.org/collections/object/353661
8,Paul Klee,Dried Up Cataract,Harvard,https://www.harvardartmuseums.org/collections/object/353952
9,Stuart Davis,The Tug Boat,Harvard,https://www.harvardartmuseums.org/collections/object/354058
10,"Unidentified Artist, Girolamo Forabosco",The Magdalen,Harvard,https://www.harvardartmuseums.org/collections/object/355850
11,Salomon van Ruysdael,Landscape with Boats and Figures,Harvard,https://www.harvardartmuseums.org/collections/object/356430
12,Philips Wouwerman,Landscape with Wood Gatherers,Harvard,https://www.harvardartmuseums.org/collections/object/356431
13,Werner Heldt,Still Life at the Window,Harvard,https://www.harvardartmuseums.org/collections/object/357587
14,Watanabe Shikō 渡辺始興,Landscape (right screen),Harvard,https://www.harvardartmuseums.org/collections/object/357600
15,Watanabe Shikō 渡辺始興,Landscape (left screen),Harvard,https://www.harvardartmuseums.org/collections/object/357601
16,Emile Gilliéron or son,"Top Section of Priest King or Lily Prince (reproduction after a relief from the Palace of Knossos, Crete)",Harvard,https://www.harvardartmuseums.org/collections/object/358395
17,Julien Hudson,Portrait of a Young Woman in White,Harvard,https://www.harvardartmuseums.org/collections/object/359903
18,Werner Groshans,Still Life with Skull,Harvard,https://www.harvardartmuseums.org/collections/object/361264
19,George Cope,Hanging Woodcock,Harvard,https://www.harvardartmuseums.org/collections/object/362477
20,Suzuki Kiitsu 鈴木其一,Chrysanthemum and Maple (Ninth Month from Fans of the Twelve Months),Harvard,https://www.harvardartmuseums.org/collections/object/364486
21,Suzuki Kiitsu 鈴木其一,Winter Chrysanthemums (Twelfth Month from Fans of the Twelve Months),Harvard,https://www.harvardartmuseums.org/collections/object/364489
22,Kano Tanyū 狩野探幽,Tan’yu shukuzu (Sketches by Tan'yu),Harvard,https://www.harvardartmuseums.org/collections/object/364490
23,Jack Bush,Woodwind,Harvard,https://www.harvardartmuseums.org/collections/object/370166
24,Claude Monet,Self-Portrait,Harvard,https://www.harvardartmuseums.org/collections/object/370173
25,Gustave Courbet,Portrait of a Woman,Harvard,https://www.harvardartmuseums.org/collections/object/370194
26,Kenneth Noland,Ring,Harvard,https://www.harvardartmuseums.org/collections/object/370202
27,Otto Piene,Orbit,Harvard,https://www.harvardartmuseums.org/collections/object/371489
28,Hatta Kōyō 八田高容,Scholar’s Studio: Rakushisha no aki (Autumn at the Rakushisha),Harvard,https://www.harvardartmuseums.org/collections/object/371494
29,Hatta Kōyō 八田高容,Scholar’s Studio:  Rakushisha no aki (Autumn at the Rakushisha) (right screen),Harvard,https://www.harvardartmuseums.org/collections/object/371495
30,Hatta Kōyō 八田高容,Scholar’s Studio:  Rakushisha no aki (Autumn at the Rakushisha) (left screen),Harvard,https://www.harvardartmuseums.org/collections/object/371496
31,Otto Piene,Heat Lightning,Harvard,https://www.harvardartmuseums.org/collections/object/371700
32,Hong Chun Zhang 張春紅,"Rapunzel, from the Covid 19 series",Harvard,https://www.harvardartmuseums.org/collections/object/372648
33,Katherine Sherwood,Fidelity,Harvard,https://www.harvardartmuseums.org/collections/object/373569
34,Andrés Solano,Portrait of Ana Josepha de Castañeda y de la Requere,Harvard,https://www.harvardartmuseums.org/collections/object/375904
35,Diego Antonio de Landaeta,Portrait of Petronila Méndez,Harvard,https://www.harvardartmuseums.org/collections/object/375919
36,"Ludwig Nieper, Selma Knauth Bowditch",Selma Knauth Bowditch (1853-1918),Harvard,https://www.harvardartmuseums.org/collections/object/4655
37,"Patricia Watwood, Ida B. Wells (Barnett)",Ida B. Wells (1862-1931),Harvard,https://www.harvardartmuseums.org/collections/object/4728
38,Lee Chun-Yi (Li Junyi) 李君毅,"A Thousand Peaks and Myriad Ravines, from the series ""Sacrifice""",Harvard,https://www.harvardartmuseums.org/collections/object/5145
39,Lee Chun-Yi (Li Junyi) 李君毅,"Pines on Slender Peaks, from the series ""Sacrifice""",Harvard,https://www.harvardartmuseums.org/collections/object/5219
40,Lee Chun-Yi (Li Junyi) 李君毅,"Mountain Bluff, Cascading Waterfall, from the series ""Sacrifice""",Harvard,https://www.harvardartmuseums.org/collections/object/5222
41,Lee Chun-Yi (Li Junyi) 李君毅,"Mountain Dwelling, Majestic View, from the series ""Sacrifice""",Harvard,https://www.harvardartmuseums.org/collections/object/5500
42,Lee Chun-Yi (Li Junyi) 李君毅,"Myriad Peaks, from the series ""Sacrifice""",Harvard,https://www.harvardartmuseums.org/collections/object/5501
43,Yi Ha-ŭng (also known as Taewŏn’gun),Orchids and Rocks,Harvard,https://www.harvardartmuseums.org/collections/object/5649
44,Yi Ha-ŭng (also known as Taewŏn’gun),Orchids and Rocks,Harvard,https://www.harvardartmuseums.org/collections/object/6260
45,William Bradford,Sunset,Harvard,https://www.harvardartmuseums.org/collections/object/20901
46,William Carrigan,"Sketch, Falls Village, Conn.",Harvard,https://www.harvardartmuseums.org/collections/object/20907
47,"Mark Schroder, Karel Liem, Hetty Liem",Karel (b. 1935) and Hetty Liem (b. 1932),Harvard,https://www.harvardartmuseums.org/collections/object/30758
48,"Will Cady Perkins, Nathan Marsh Pusey, John Lavalle","Nathan Pusey (1907-2001), after John Lavalle",Harvard,https://www.harvardartmuseums.org/collections/object/30850
49,Robert Feke,Ralph Inman (1713-1788),Harvard,https://www.harvardartmuseums.org/collections/object/31171
50,Qiu Ying 仇英,Page from an album of Rice and Silk Culture,Harvard,https://www.harvardartmuseums.org/collections/object/47769
51,Qiu Ying 仇英,Page from an album of Rice and Silk Culture,Harvard,https://www.harvardartmuseums.org/collections/object/47969
52,Qiu Ying 仇英,Page from an album of Rice and Silk Culture,Harvard,https://www.harvardartmuseums.org/collections/object/48242
53,Kano Yasunobu,Eight Horses,Harvard,https://www.harvardartmuseums.org/collections/object/199265
54,Maruyama Ōkyo 円山応挙,Large Banana Leaf,Harvard,https://www.harvardartmuseums.org/collections/object/199493
55,Kano Tsunenobu,"Rabbit, Wave and Full Moon",Harvard,https://www.harvardartmuseums.org/collections/object/199500
56,Kano Yasunobu,Black Birds and Tree Chickens in Pond Amid Lotus and Water Plantain,Harvard,https://www.harvardartmuseums.org/collections/object/199503
57,Kano Dōun,Red and Black Carp Amid Reeds,Harvard,https://www.harvardartmuseums.org/collections/object/199537
58,Kano Dōun,Manchurian Great Tit Under White-and-Pink Tiger Lily,Harvard,https://www.harvardartmuseums.org/collections/object/199538
59,Kano Tansetsu,White Tree Hibiscus with Black Butterfly and Bees,Harvard,https://www.harvardartmuseums.org/collections/object/199566
60,Qian Huian 錢慧安,Su Shi (Su Dongpo) Admiring Ink Stones,Harvard,https://www.harvardartmuseums.org/collections/object/199594
61,Chŏng Yusŭng (also known as Chui-ŭn),The Recluse Lin Bu (967-1028) Releasing Cranes at Mount Gu,Harvard,https://www.harvardartmuseums.org/collections/object/199600
62,Qian Huian 錢慧安,Woman with Basket by a Bridge,Harvard,https://www.harvardartmuseums.org/collections/object/199695
63,Kobai,Autumn Landscape,Harvard,https://www.harvardartmuseums.org/collections/object/199864
64,Kōtō Naiji,"Illustrated Poems from the ""Tale of Genji"" (Genji monogatari), Akashi (Chapter 13)",Harvard,https://www.harvardartmuseums.org/collections/object/199890
65,Tosa Mitsunobu,"The Plum Tree Branch (Umegae), Illustration to Chapter 32 of the Tale of Genji (Genji monogatari)",Harvard,https://www.harvardartmuseums.org/collections/object/200001
66,Bunsei,Scholar on a Bridge in a Landscape,Harvard,https://www.harvardartmuseums.org/collections/object/200094
67,Tosa Mitsunobu,"At the Pass (Sekiya), Illustration to Chapter 16 of the Tale of Genji (Genji monogatari)",Harvard,https://www.harvardartmuseums.org/collections/object/200161
68,Tosa Mitsunobu,"The Maidens (Otome), Illustration to Chapter 21 of the Tale of Genji (Genji monogatari)",Harvard,https://www.harvardartmuseums.org/collections/object/200177
69,Tosa Mitsunobu,"The Fireflies (Hotaru), Illustration to Chapter 25 of the Tale of Genji (Genji monogatari)",Harvard,https://www.harvardartmuseums.org/collections/object/200188
70,Tosa Mitsunobu,"The Handsome Pillar (Makibashira), Illustration to Chapter 31 of the Tale of Genji (Genji monogatari)",Harvard,https://www.harvardartmuseums.org/collections/object/200231
71,Tosa Mitsunobu,"The Mayfly (Kagerō), Illustration to Chapter 52 of the Tale of Genji (Genji monogatari)",Harvard,https://www.harvardartmuseums.org/collections/object/200253
72,Tosa Mitsuyoshi,"Illustration from the ""Tale of Genji"" (Genji monogatari): Hatsune (chapter 23)",Harvard,https://www.harvardartmuseums.org/collections/object/200288
73,Hōzan Tankai,"Daizuigu Bosatsu (Mahapratisara)
",Harvard,https://www.harvardartmuseums.org/collections/object/200412
74,"Yi Ching Yi Jing, Kim Myŏngkuk Gim Myeong-guk, Kim Che Gim Je",Early Spring Landscape with Figures Walking on a Mountain Path to Visit a Scholar in a Lakeside Pavilion,Harvard,https://www.harvardartmuseums.org/collections/object/200507
75,"Kim Che Gim Je, Yi Ching Yi Jing",Two Birds on a Branch of Bamboo,Harvard,https://www.harvardartmuseums.org/collections/object/200945
76,Yi Tŏg-ik,Two Manchurian Cranes amidst a Lakeside Stand of Mist-Enshrouded Bamboo,Harvard,https://www.harvardartmuseums.org/collections/object/201009
77,Cho Sok Jo Sok,Wagtail on a Branch,Harvard,https://www.harvardartmuseums.org/collections/object/201047
78,Kawasaki Shōko,Cucumber (Kyūri),Harvard,https://www.harvardartmuseums.org/collections/object/201053
79,Lan Ying 藍瑛,Landscape with Fisherman and Waterfall,Harvard,https://www.harvardartmuseums.org/collections/object/201099
80,Du Jin 杜堇,One of Four Landscapes: Thatched Cottages in the Shade of Pines,Harvard,https://www.harvardartmuseums.org/collections/object/201243
81,Kano Chikanobu 狩野周信,Susuki Grass and Cricket,Harvard,https://www.harvardartmuseums.org/collections/object/201308
82,Kawasaki Shōko,Thistle,Harvard,https://www.harvardartmuseums.org/collections/object/201413
83,Kawasaki Shōko,Mizuhiki Grasses,Harvard,https://www.harvardartmuseums.org/collections/object/201429
84,Kawasaki Shōko,Pumpkin (Kabocha),Harvard,https://www.harvardartmuseums.org/collections/object/201430
85,Zhang Xiong 張熊,Lotus Blossom (One of Twelve Album Leaves),Harvard,https://www.harvardartmuseums.org/collections/object/201447
86,Zhang Xiong 張熊,Iris and Pinks (One of Twelve Album Leaves),Harvard,https://www.harvardartmuseums.org/collections/object/201449
87,Dai Mingyue 戴明說,BAMBOO AND ROCK,Harvard,https://www.harvardartmuseums.org/collections/object/201705
88,Shinzan,Avalokitesvara (Kannon Bosatsu) from the Paradise of Amitâbha Buddha (Amida Nyorai); A painted copy of one detail from the Hōryū-ji Kondō murals,Harvard,https://www.harvardartmuseums.org/collections/object/201815
89,Oda Kaisen,Go Game in the Pine Pavilion,Harvard,https://www.harvardartmuseums.org/collections/object/201899
90,Yuan Yao 袁燿,Rustic Lodge Under Leaning Trees; Traveler in Frosty Moonlight;  Leaf 5 from an Album of Seven Paintings,Harvard,https://www.harvardartmuseums.org/collections/object/201931
91,Ogata Kōrin 尾形光琳,Willow in Snow,Harvard,https://www.harvardartmuseums.org/collections/object/201935
92,Isshi Bunshu,Chestnut Branch,Harvard,https://www.harvardartmuseums.org/collections/object/202083
93,Shangguan Zhou 上官周,Clearing in the Mountains after Snow,Harvard,https://www.harvardartmuseums.org/collections/object/202114
94,Hsu-chai Shen,A Lesson in Agriculture by the Riverside,Harvard,https://www.harvardartmuseums.org/collections/object/202136
95,Kano Sōshū,Three Sages,Harvard,https://www.harvardartmuseums.org/collections/object/202173
96,Fang Shishu 方士庶,Autumn Sunset Along the River,Harvard,https://www.harvardartmuseums.org/collections/object/202287
97,Fang Shishu 方士庶,Small Bridge Over a Flowing Stream,Harvard,https://www.harvardartmuseums.org/collections/object/202288
98,Monk Musashi Hōgen,"Illustrated History of the Yūzū nenbutsu Sect (Yūzū nenbutsu engi), Vol. I",Harvard,https://www.harvardartmuseums.org/collections/object/202320
99,Empress Dowager Cixi 慈禧,Peonies,Harvard,https://www.harvardartmuseums.org/collections/object/202505
100,Itō Jakuchū 伊藤若冲,Branch of Flowering Plum,Harvard,https://www.harvardartmuseums.org/collections/object/202510
101,Kumi Sugai 菅井汲,Fuyu,Harvard,https://www.harvardartmuseums.org/collections/object/202534
102,Kitagawa Sōsetsu 喜多川相説,Hibiscus Flowers and Wild Pinks,Harvard,https://www.harvardartmuseums.org/collections/object/202537
103,Utagawa Kuniteru,Courtesan and Dog,Harvard,https://www.harvardartmuseums.org/collections/object/202577
104,Kano Tanyū 狩野探幽,Cluster of Grapes,Harvard,https://www.harvardartmuseums.org/collections/object/202580
105,Gao Qipei 高其佩,Monkeys in Landscape,Harvard,https://www.harvardartmuseums.org/collections/object/202692
106,Yun Shouping 惲壽平,Landscape After Juran (active ca. 960-965),Harvard,https://www.harvardartmuseums.org/collections/object/202693
107,Chou Nien-tsu,White Cat and Red Flowers,Harvard,https://www.harvardartmuseums.org/collections/object/202700
108,Liu Kuo Sung (Liu Guosong) 劉國松,Number 18,Harvard,https://www.harvardartmuseums.org/collections/object/202703
109,Kawamura Bunpō 河村文鳳,Village in Mist,Harvard,https://www.harvardartmuseums.org/collections/object/202705
110,Yun Shouping 惲壽平,Landscape After Wu Zhen (1280-1354),Harvard,https://www.harvardartmuseums.org/collections/object/202804
111,Guo Zhongshu 郭忠恕,Winter Landscape,Harvard,https://www.harvardartmuseums.org/collections/object/202806
112,Yuan Yao 袁燿,Lake and Mountain Scene after Rain in Autumn,Harvard,https://www.harvardartmuseums.org/collections/object/202808
113,Tanoue Kikusha,Pine Islands (Matsushima),Harvard,https://www.harvardartmuseums.org/collections/object/202835
114,Yun Shouping 惲壽平,Landscape After Wang Meng (ca. 1308-1385),Harvard,https://www.harvardartmuseums.org/collections/object/202842
115,Bada Shanren (Zhu Da) 八大山人 (朱耷),SUMI ALBUM LEAF OF THREE LOTUS FLOWERS,Harvard,https://www.harvardartmuseums.org/collections/object/202955
116,Shōkadō Shōjō,Rocks,Harvard,https://www.harvardartmuseums.org/collections/object/203173
117,Jiang Song 蒋嵩,Scholars in a Mountain Landscape,Harvard,https://www.harvardartmuseums.org/collections/object/203262
118,Bada Shanren (Zhu Da) 八大山人 (朱耷),SEASCAPE WITH TREE AND BOAT,Harvard,https://www.harvardartmuseums.org/collections/object/203309
119,Tosa School,"Lovers Parting at Dawn (Episode 14) from the ""Tales of Ise"" (Ise monogatari)",Harvard,https://www.harvardartmuseums.org/collections/object/203503
120,Tosa School,"Narihira Seeing Smoke on Mount Asama (Episode 8) from the ""Tales of Ise"" (Ise monogatari)",Harvard,https://www.harvardartmuseums.org/collections/object/203508
121,Tosa School,"Narihira Seeing Snow on Mount Fuji (Episode 9) from the ""Tales of Ise"" (Ise monogatari)",Harvard,https://www.harvardartmuseums.org/collections/object/203777
122,Zhou Wenju 周文矩,In the Palace,Harvard,https://www.harvardartmuseums.org/collections/object/203790
123,Mori Sosen 森狙仙,Monkeys in Pine Tree,Harvard,https://www.harvardartmuseums.org/collections/object/205901
124,Wang Zhenpeng 王振鵬,Elegant Gathering in the Western Garden,Harvard,https://www.harvardartmuseums.org/collections/object/206490
125,Liang Kai 梁楷,Winter Birds,Harvard,https://www.harvardartmuseums.org/collections/object/206491
126,Wang E 王諤,Visiting a Friend in a Waterside Pavilion,Harvard,https://www.harvardartmuseums.org/collections/object/206493
127,Li Song 李嵩,Sage and Attendant Beneath a Willow,Harvard,https://www.harvardartmuseums.org/collections/object/209166
128,Wan Shouqi 萬壽祺,Eighteen Lohans,Harvard,https://www.harvardartmuseums.org/collections/object/209347
129,Wang Yiting,Feasting on Peaches and Plums on a Spring Evening,Harvard,https://www.harvardartmuseums.org/collections/object/209688
130,Tang Lu,Peonies,Harvard,https://www.harvardartmuseums.org/collections/object/209729
131,Zhang Xiong 張熊,Bird on a Blossoming Peach Branch,Harvard,https://www.harvardartmuseums.org/collections/object/209734
132,Huang Jun 黃均,Appreciating Paintings in the Spring Grass Studio,Harvard,https://www.harvardartmuseums.org/collections/object/209776
133,Ren Xun,"Narcissus, Plum Blossom, Bamboo, and Bird",Harvard,https://www.harvardartmuseums.org/collections/object/209785
134,Xia Gui 夏圭,Misty Landscape with Fishermen in a Boat,Harvard,https://www.harvardartmuseums.org/collections/object/209925
135,Okumura Toshinobu,Standing Samurai,Harvard,https://www.harvardartmuseums.org/collections/object/210217
136,Maruyama Ōkyo 円山応挙,Illusionistic Hanging Scroll of Chinese Egrets Fishing in a Stream,Harvard,https://www.harvardartmuseums.org/collections/object/210392
137,Sakakibara Bunsui,"Festival of Kamo Shrine, Kyoto (Kamo Aoi matsuri)",Harvard,https://www.harvardartmuseums.org/collections/object/210948
138,Günter Tuzina,Form + Basilika II,Harvard,https://www.harvardartmuseums.org/collections/object/211157
139,Kaigetsudō Ando  懐月堂安度,Genre Scenes (Ukiyo-e fūzoku ga),Harvard,https://www.harvardartmuseums.org/collections/object/211175
140,Ishiyama Moroka,"Elephant's Journey to Edo, Illustrated (Zōtōbū gekō no zu)",Harvard,https://www.harvardartmuseums.org/collections/object/211176
141,Tanuma Sukeshige,"Sketches of Flowers and Flowering Plants, by Tanuma Sukeshige",Harvard,https://www.harvardartmuseums.org/collections/object/211203
142,Kano Isenin,Illustrated Scroll of Foreigners (Raichō ijin fūzoku zukan),Harvard,https://www.harvardartmuseums.org/collections/object/211206
143,Qiu Ying 仇英,Legendary Beauties through the Ages,Harvard,https://www.harvardartmuseums.org/collections/object/211252
144,Mori Sosen 森狙仙,Two Monkeys,Harvard,https://www.harvardartmuseums.org/collections/object/211253
145,Ōoka Shunboku 大岡 春卜,Polo Players (Illustrated Scroll by Ōoka Shunboku),Harvard,https://www.harvardartmuseums.org/collections/object/211296
146,Kobayashi Mintei,Illustrated Book of Cherry Blossom Species (ōkafu),Harvard,https://www.harvardartmuseums.org/collections/object/211316
147,Yamamoto Sōsen,Illustrated Ceremony of a Prince Reaching Adulthood (Gogenpuku zu),Harvard,https://www.harvardartmuseums.org/collections/object/211322
148,Li Zhuxi 李竹溪,"Fan with Painted Decoration of Bronzes, Paintings, and Texts on One Side and Fragments of Texts on the Other",Harvard,https://www.harvardartmuseums.org/collections/object/211336
149,Shibata Zeshin 柴田是真,Heron and Crow,Harvard,https://www.harvardartmuseums.org/collections/object/211449
150,Kano Tanyū 狩野探幽,Set of 3 Connoisseur's Sketchbooks by Kanō Tan'yū (Tan'yū shukuzu),Harvard,https://www.harvardartmuseums.org/collections/object/211458
151,Kano Fukunobu Dōshun/Tōshun,Sannōsai (Festival in Kyoto),Harvard,https://www.harvardartmuseums.org/collections/object/211543
152,"Unknown Artist, Kano Kōi",Hotei,Harvard,https://www.harvardartmuseums.org/collections/object/211602
185,Hishikawa Moronobu 菱川師宣,Seasonal Genre Scenes (Fūzoku zukan): Cherry-Blossom Viewing in the Spring,Harvard,https://www.harvardartmuseums.org/collections/object/211631
186,"Unknown Artist, Tosa Ryō-en",Welcoming Descent of Amitâbha Buddha (Amida Nyorai) flanked by the Bodhisattvas Avalokiteshvara (Kannon Bosatsu) and Mahâsthâmaprâpta (Seishi Bosatsu); Amida sanzon raigō zu,Harvard,https://www.harvardartmuseums.org/collections/object/211673
187,"William Franklin Draper, Warren Alpert",Warren Alpert (b. 1920),Harvard,https://www.harvardartmuseums.org/collections/object/211678
188,Nonoguchi Ryūho,"Illustrated Craftsmen in their Costume at Work, with explanatory poems (Shokunin-zukushi hokku-awase)",Harvard,https://www.harvardartmuseums.org/collections/object/211689
189,Reginald Marsh,Astor Hotel,Harvard,https://www.harvardartmuseums.org/collections/object/211722
190,James Brooks,Center panel of Triptych,Harvard,https://www.harvardartmuseums.org/collections/object/212473
191,"John Hazlitt, John Winthrop, Unidentified Artist",John Winthrop (1714-1779),Harvard,https://www.harvardartmuseums.org/collections/object/212745
192,Aqa Riza (Riza ‘Abbasi),Nashmi the Archer,Harvard,https://www.harvardartmuseums.org/collections/object/213050
193,Charles Bird King,The Vanity of the Artist's Dream,Harvard,https://www.harvardartmuseums.org/collections/object/213930
194,Rodu,A Lady at Her Toilet with Two Maids,Harvard,https://www.harvardartmuseums.org/collections/object/215790
195,Mola Ram,"Krishna Quells the Serpent Kaliya, Folio from a Bhagavata Purana (History of God) series",Harvard,https://www.harvardartmuseums.org/collections/object/216331
196,Payag,The Battle of Samugarh,Harvard,https://www.harvardartmuseums.org/collections/object/216542
197,Miskin,Mughal Emperor Akbar Observing an Animal Combat,Harvard,https://www.harvardartmuseums.org/collections/object/216682
198,Aqa Riza Jahangiri,Gentleman with a Gold Wine Cup,Harvard,https://www.harvardartmuseums.org/collections/object/216769
199,Nainsukh,Raja Balwant Singh's Hunt,Harvard,https://www.harvardartmuseums.org/collections/object/216946
200,Burdha Ram,Portrait of Ahmad Saba Sint,Harvard,https://www.harvardartmuseums.org/collections/object/216947
201,Govardhan,"Khan ‘Alam, Mughal Emperor Jahangir’s Falconer and His Ambassador to Iran, with a Sparrow Hawk",Harvard,https://www.harvardartmuseums.org/collections/object/217081
202,Paul Troger,The Agony in the Garden,Harvard,https://www.harvardartmuseums.org/collections/object/217316
203,William Valentine Schevill,Landscape,Harvard,https://www.harvardartmuseums.org/collections/object/219512
204,Yi Che-hyŏn (also known as Yul-chon),Fruiting Grape Branch,Harvard,https://www.harvardartmuseums.org/collections/object/219589
205,William Valentine Schevill,Portrait of a Man,Harvard,https://www.harvardartmuseums.org/collections/object/219680
206,Adriaen van de Venne,"""Lief om Leet"" (""Love Leads to Suffering"")",Harvard,https://www.harvardartmuseums.org/collections/object/219697
207,Johann Zick,Jesus Raises the Widow's Son at Nain,Harvard,https://www.harvardartmuseums.org/collections/object/219960
208,Edvard Munch,From Kragerø,Harvard,https://www.harvardartmuseums.org/collections/object/221438
209,Ambrogio Lorenzetti,Saint Agnes,Harvard,https://www.harvardartmuseums.org/collections/object/221453
210,Jean-Auguste-Dominique Ingres,"Studies for ""The Martyrdom of Saint Symphorien"" (Lictors, Stone Thrower, and Spectator)",Harvard,https://www.harvardartmuseums.org/collections/object/221570
211,Pierre-Narcisse Guérin,Phaedra and Hippolytus,Harvard,https://www.harvardartmuseums.org/collections/object/221573
212,Camille Graeser,Subtle Construction,Harvard,https://www.harvardartmuseums.org/collections/object/221697
213,Marc Chagall,Untitled,Harvard,https://www.harvardartmuseums.org/collections/object/221761
214,Pablo Ruiz Picasso,The Pomegranate,Harvard,https://www.harvardartmuseums.org/collections/object/222185
215,Pontormo (Jacopo Carrucci da Pontormo),Bust of the Virgin,Harvard,https://www.harvardartmuseums.org/collections/object/222189
216,K. H. Hödicke,The Welder,Harvard,https://www.harvardartmuseums.org/collections/object/222231
217,Claude Monet,"Gorge of the Petit Ailly, Varengeville",Harvard,https://www.harvardartmuseums.org/collections/object/228061
218,Kenneth Noland,Karma,Harvard,https://www.harvardartmuseums.org/collections/object/228066
219,James Chan Leong,Untitled,Harvard,https://www.harvardartmuseums.org/collections/object/228096
220,Mark Rothko,"Untitled (Blue, Green)",Harvard,https://www.harvardartmuseums.org/collections/object/228107
221,William Stanley Haseltine,Tortoise Resting on a Log,Harvard,https://www.harvardartmuseums.org/collections/object/228121
222,Mary Cassatt,Woman on a Striped Sofa with a Dog,Harvard,https://www.harvardartmuseums.org/collections/object/228130
223,"Jean-Honoré Fragonard, Marguerite Gérard",The Beloved Child,Harvard,https://www.harvardartmuseums.org/collections/object/228132
224,"Girolamo Figino, Master of the Solomon Altarpiece, Gaudenzio Ferrari",The Virgin and Child with Saints Peter and Paul,Harvard,https://www.harvardartmuseums.org/collections/object/228140
225,"Unidentified Artist, Henri-Edmond Cross, Henri-Edmond Cross",Landscape,Harvard,https://www.harvardartmuseums.org/collections/object/228146
226,Paul Gauguin,Still Life with Peaches,Harvard,https://www.harvardartmuseums.org/collections/object/228185
227,Moses Soyer,Tap Dance Studio,Harvard,https://www.harvardartmuseums.org/collections/object/228190
228,Marsden Hartley,Landscape,Harvard,https://www.harvardartmuseums.org/collections/object/228204
229,Bernardino Fungai,Virgin and Child,Harvard,https://www.harvardartmuseums.org/collections/object/228238
230,Antonio Saura,Katy,Harvard,https://www.harvardartmuseums.org/collections/object/228243
231,Bernard Buffet,Christ on the Cross,Harvard,https://www.harvardartmuseums.org/collections/object/228244
232,"Unidentified Artist, Jacopo Palma (called il Vecchio)",Bust of a Young Woman,Harvard,https://www.harvardartmuseums.org/collections/object/228257
233,George Romney,Hugh Scott of Arden,Harvard,https://www.harvardartmuseums.org/collections/object/228273
234,"Giovanni Battista Benvenuti, called Ortolano, Lorenzo di Ottavio Costa",Allegorical Figure of a Woman Holding A Circle,Harvard,https://www.harvardartmuseums.org/collections/object/228275
235,Guariento di Arpo,Armed Angel (Principatus),Harvard,https://www.harvardartmuseums.org/collections/object/228280
236,Sir Joshua Reynolds,Miss Elizabeth Beauclerc as Una with the Lion,Harvard,https://www.harvardartmuseums.org/collections/object/228288
237,"Master of the Campana Panels, Master of Tavernelle",The Nativity with the Infant Saint John the Baptist,Harvard,https://www.harvardartmuseums.org/collections/object/228314
238,Jacob van Ruisdael,Wooded Landscape with an Old Oak,Harvard,https://www.harvardartmuseums.org/collections/object/228325
239,Pseudo Pier Francesco Fiorentino,Virgin and Child,Harvard,https://www.harvardartmuseums.org/collections/object/228333
240,Giuseppe Romagnoni,The Cardinal,Harvard,https://www.harvardartmuseums.org/collections/object/228339
241,Pierre-Auguste Renoir,Landscape near Menton,Harvard,https://www.harvardartmuseums.org/collections/object/228348
242,Joan Miró,"Mural, March 20, 1961",Harvard,https://www.harvardartmuseums.org/collections/object/228381
243,"Joos van Cleve, Quentin Metsys",Saint Jerome in His Study,Harvard,https://www.harvardartmuseums.org/collections/object/228385
244,Andrea Vanni,Saint Mark,Harvard,https://www.harvardartmuseums.org/collections/object/228437
245,Maurice Utrillo,Street Scene,Harvard,https://www.harvardartmuseums.org/collections/object/228440
246,"Apollonio de Giovanni di Tommaso, Marco del Buono",The Virgin and Child with Angels,Harvard,https://www.harvardartmuseums.org/collections/object/228467
247,Pierre Bonnard,Nature morte a la lumiere du soir,Harvard,https://www.harvardartmuseums.org/collections/object/228491
248,Zanobi Strozzi,Madonna and Child,Harvard,https://www.harvardartmuseums.org/collections/object/228498
249,"Bartolommeo Neroni, called il Riccio","Virgin and Child with the Infant Saint John the Baptist, Saint Jerome, and an Unidentified Male Saint",Harvard,https://www.harvardartmuseums.org/collections/object/228499
250,Horia Damian,Composition,Harvard,https://www.harvardartmuseums.org/collections/object/228500
251,Alberto Burri,S C 5,Harvard,https://www.harvardartmuseums.org/collections/object/228501
252,Claude Monet,"La Porte d'Amont, Étretat",Harvard,https://www.harvardartmuseums.org/collections/object/228507
253,Pieter Snayers,Battle Scene with Town in Background,Harvard,https://www.harvardartmuseums.org/collections/object/228527
254,Edouard Vuillard,Landscape at Criquebeuf,Harvard,https://www.harvardartmuseums.org/collections/object/228531
255,"Sarah Goodridge, Edward Greene Malbone",Elizabeth Greenleaf Parsons (1758-1829),Harvard,https://www.harvardartmuseums.org/collections/object/228537
